LotFrontage,LotArea,Street,OverallQual,YearBuilt,BsmtQual,TotalBsmtSF,CentralAir,GrLivArea,PoolArea,GarageArea
95.0,15865,Pave,8,1970,TA,2217,Y,2217,0,621
128.0,12160,Pave,6,1953,TA,1505,Y,1505,0,505
60.0,8064,Pave,5,1949,TA,672,Y,924,0,576
70.0,11184,Pave,6,1978,TA,918,Y,1683,0,440
70.0,8414,Pave,6,1963,TA,1059,Y,1068,0,264
,13284,Pave,5,1954,Gd,1383,Y,1383,0,354
64.0,7018,Pave,5,1979,,0,Y,1535,0,400
71.0,7056,Pave,6,1963,TA,780,Y,1796,0,483
50.0,8765,Pave,4,1936,TA,951,N,951,0,327
64.0,7018,Pave,5,1979,,0,Y,2240,0,528
100.0,12919,Pave,9,2009,Ex,2330,Y,2364,0,820
65.0,6993,Pave,5,1961,TA,912,Y,1236,0,288
,7340,Pave,4,1971,TA,858,Y,858,0,684
64.0,8712,Pave,5,1957,TA,992,Y,1306,0,756
63.0,7875,Pave,7,2003,Gd,783,Y,1509,0,393
50.0,14859,Pave,7,2006,Gd,1670,Y,1670,0,690
,6173,Pave,5,1967,TA,876,Y,902,0,288
80.0,9920,Pave,5,1954,TA,1056,Y,1063,0,280
116.0,13501,Pave,8,2006,Gd,1623,Y,1636,0,865
86.0,11500,Pave,7,1936,Gd,1017,Y,2057,0,180
,8885,Pave,5,1983,Gd,864,Y,902,0,484
149.0,12589,Pave,6,2005,Gd,742,Y,1484,0,390
80.0,11600,Pave,5,1960,TA,1105,Y,2274,0,480
,9286,Pave,5,1977,Gd,1268,Y,1268,0,252
51.0,6120,Pave,5,1925,TA,768,N,1015,0,450
82.0,6270,Pave,5,1949,TA,1001,N,2002,0,871
30.0,3000,Pave,6,2009,Gd,612,Y,1224,0,528
21.0,2001,Pave,4,1970,TA,546,Y,1092,0,286
50.0,9000,Pave,2,1949,TA,480,N,480,0,308
,17140,Pave,4,1956,TA,1134,Y,1229,0,284
103.0,13125,Pave,7,1991,Ex,1104,Y,2127,0,833
87.0,11029,Pave,6,1958,Gd,1184,Y,1414,0,601
70.0,8462,Pave,6,1994,Gd,928,Y,1721,0,471
67.0,8777,Pave,5,1900,TA,1272,Y,2200,0,0
65.0,10237,Pave,6,2005,Gd,1316,Y,1316,0,397
50.0,8012,Pave,6,1993,Gd,1604,Y,1617,0,533
79.0,10240,Pave,6,1980,Gd,1686,Y,1686,0,612
,15611,Pave,5,1977,Gd,1126,Y,1126,0,540
93.0,11999,Pave,8,2003,Gd,1181,Y,2374,0,656
,9900,Pave,7,1968,TA,832,Y,1978,0,486
,11838,Pave,8,2001,Gd,1753,Y,1788,0,522
,13006,Pave,7,1997,Gd,964,Y,2236,0,642
73.0,8925,Pave,8,2007,Gd,1466,Y,1466,0,610
70.0,9100,Pave,5,1965,TA,925,Y,925,0,429
84.0,11670,Pave,9,2006,Ex,1905,Y,1905,0,788
63.0,8487,Pave,7,2004,Gd,1500,Y,1500,0,570
313.0,27650,Pave,7,1960,Gd,585,Y,2069,0,505
52.0,5825,Pave,4,1926,Fa,600,Y,747,0,528
67.0,10083,Pave,7,2003,Gd,1176,Y,1200,0,555
75.0,9675,Pave,7,2005,Gd,1113,Y,1971,0,689
73.0,8760,Pave,7,2006,Gd,1391,Y,1962,0,868
,24090,Pave,7,1940,TA,1032,Y,2403,0,349
55.0,12640,Pave,6,1976,TA,1728,Y,1728,0,574
,8755,Pave,7,1999,Gd,992,Y,2060,0,390
42.0,7711,Pave,4,1977,Gd,1440,Y,1440,0,0
100.0,25000,Pave,5,1967,TA,1632,Y,1632,0,576
,14375,Pave,6,1958,TA,819,Y,1344,0,525
98.0,8820,Pave,5,1890,TA,1088,Y,1869,0,456
70.0,8163,Pave,5,1959,TA,1144,Y,1144,0,796
85.0,14536,Pave,8,2002,Gd,1616,Y,1629,0,808
65.0,14006,Pave,7,2002,Gd,936,Y,1776,0,474
78.0,9360,Pave,6,1972,TA,1161,Y,1381,0,676
60.0,7200,Pave,5,1950,TA,864,Y,864,0,720
60.0,7800,Pave,5,1965,TA,828,Y,965,0,300
60.0,7200,Pave,5,1972,Gd,768,Y,768,0,396
,11075,Pave,5,1969,TA,784,Y,1968,0,530
35.0,9400,Pave,6,1975,Gd,945,Y,980,0,0
82.0,7136,Pave,6,1946,Gd,979,N,1958,0,492
24.0,1300,Pave,6,1980,Gd,561,Y,1229,0,462
70.0,7420,Pave,5,1962,TA,1057,Y,1057,0,576
65.0,8450,Pave,7,2003,Gd,1337,Y,1337,0,531
24.0,2572,Pave,7,1999,Gd,696,Y,1416,0,484
50.0,7207,Pave,5,1958,TA,858,Y,858,0,0
,12227,Pave,6,1977,Gd,1330,Y,2872,0,619
24.0,2308,Pave,6,1976,Gd,804,Y,1548,0,440
122.0,11923,Pave,9,2007,Ex,1800,Y,1800,0,702
80.0,11316,Pave,7,2002,Gd,817,Y,1894,0,510
65.0,10237,Pave,6,2005,Gd,783,Y,1484,0,393
130.0,9600,Pave,5,1940,TA,728,Y,1308,0,256
,7390,Pave,5,1955,TA,1098,Y,1098,0,260
50.0,5925,Pave,3,1910,TA,600,N,968,0,0
75.0,10382,Pave,6,1958,TA,588,Y,1095,0,264
60.0,10800,Pave,4,1949,TA,720,N,1192,0,0
36.0,2268,Pave,7,2003,Gd,764,Y,1626,0,474
55.0,7892,Pave,6,1979,Gd,918,Y,918,0,264
95.0,11639,Pave,7,2007,Gd,1428,Y,1428,0,480
60.0,11414,Pave,7,1910,Gd,728,N,2019,0,532
,2651,Pave,7,2000,Gd,673,Y,1382,0,490
51.0,5900,Pave,4,1923,Gd,440,Y,869,0,0
35.0,4274,Pave,7,2006,Gd,1241,Y,1241,0,569
68.0,9450,Pave,4,1954,TA,894,Y,894,0,400
80.0,8816,Pave,5,1963,TA,1121,Y,1121,0,480
,12122,Pave,7,1961,TA,944,Y,999,0,588
98.0,12203,Pave,8,1998,Gd,1225,Y,2612,0,676
43.0,3182,Pave,7,2007,Gd,1266,Y,1266,0,388
,11250,Pave,8,2002,Gd,1128,Y,2290,0,779
75.0,10125,Pave,5,1977,,0,Y,1734,0,539
68.0,10880,Pave,5,1950,TA,1164,N,1164,0,240
59.0,5310,Pave,6,1910,TA,485,Y,1635,0,255
83.0,10159,Pave,9,2009,Ex,1930,Y,1940,0,606
,12046,Pave,6,1976,TA,848,Y,2030,0,551
65.0,8125,Pave,7,2006,Gd,770,Y,1576,0,614
82.0,9452,Pave,8,1997,Gd,1396,Y,2392,0,870
121.0,17671,Pave,8,1882,TA,916,Y,1742,0,424
80.0,9760,Pave,6,1964,TA,822,Y,1851,0,440
68.0,8846,Pave,6,2005,Gd,750,Y,1500,0,564
96.0,12456,Pave,10,2006,Ex,1700,Y,1718,0,786
51.0,4712,Pave,4,1946,TA,747,Y,1230,0,305
,10659,Pave,5,1961,TA,1050,Y,1050,0,368
,11717,Pave,6,1970,TA,1442,Y,1442,0,615
60.0,9786,Pave,3,1922,TA,1007,N,1077,0,210
64.0,6762,Pave,7,2006,Gd,1187,Y,1208,0,632
74.0,10206,Pave,3,1952,,0,N,944,0,528
60.0,5400,Pave,5,1920,Fa,691,Y,691,0,216
75.0,11957,Pave,8,2006,Gd,1574,Y,1574,0,824
,11500,Pave,5,1976,TA,1680,Y,1680,0,528
43.0,3182,Pave,7,2005,Gd,1346,Y,1504,0,457
65.0,8385,Pave,5,1977,Gd,985,Y,985,0,328
,12155,Pave,6,1970,Gd,1657,Y,1657,0,484
21.0,2217,Pave,4,1970,TA,546,Y,1092,0,286
43.0,12118,Pave,7,2004,Ex,1710,Y,1710,0,550
60.0,6000,Pave,5,1926,TA,1008,Y,1522,0,0
115.0,21286,Pave,5,1948,TA,720,Y,1271,0,312
75.0,9825,Pave,5,1965,,0,N,1664,0,0
55.0,10592,Pave,6,1923,TA,602,Y,1502,0,180
60.0,7200,Pave,5,1910,TA,1022,N,1022,0,280
60.0,11664,Pave,6,1948,TA,1082,Y,1082,0,240
70.0,8400,Pave,8,2001,Gd,810,Y,1665,0,528
73.0,11883,Pave,7,1996,Gd,1504,Y,1504,0,478
,5814,Pave,8,1984,Gd,1220,Y,1360,0,565
,10784,Pave,7,1991,Gd,384,Y,1472,0,402
43.0,3013,Pave,7,2005,Gd,1362,Y,1506,0,440
60.0,7024,Pave,4,2005,Gd,1132,Y,1132,0,451
64.0,7406,Pave,7,2006,Gd,1199,Y,1220,0,632
52.0,9439,Pave,5,1930,TA,912,Y,1248,0,160
43.0,3182,Pave,7,2005,Gd,1346,Y,1504,0,437
,15498,Pave,8,1976,Gd,1565,Y,2898,0,665
70.0,7700,Pave,5,1972,TA,882,Y,882,0,461
73.0,9300,Pave,5,1960,TA,1268,Y,1264,0,461
71.0,9520,Pave,8,2007,Gd,1638,Y,1646,0,800
79.0,9492,Pave,5,1941,TA,768,Y,1376,0,240
21.0,1680,Pave,6,1972,TA,672,Y,1218,0,264
,7082,Pave,5,1916,TA,686,Y,1928,0,0
102.0,15863,Pave,7,1920,TA,824,Y,3082,0,672
,14541,Pave,8,1993,Gd,1338,Y,2520,0,796
,8125,Pave,7,2002,Gd,1654,Y,1654,0,900
50.0,6305,Pave,5,1938,Fa,920,Y,954,0,240
,11500,Pave,4,1957,,0,N,845,0,290
89.0,12898,Pave,9,2007,Ex,1620,Y,1620,0,912
,9240,Pave,8,2001,Gd,1055,Y,2263,0,905
21.0,1533,Pave,4,1970,TA,546,Y,1344,0,0
21.0,1477,Pave,4,1970,Gd,630,Y,630,0,286
88.0,13125,Pave,5,1957,TA,1134,Y,1803,0,484
,9130,Pave,6,1966,TA,800,Y,1632,0,484
34.0,5381,Pave,6,2005,Gd,1306,Y,1306,0,624
86.0,11839,Pave,7,1990,Gd,1475,Y,2329,0,514
80.0,9600,Pave,8,1981,Gd,2524,Y,2524,0,542
,13680,Pave,3,1955,,0,Y,1733,0,452
85.0,16056,Pave,9,2005,Ex,1992,Y,2868,0,716
57.0,9245,Pave,5,1994,Gd,990,Y,990,0,672
100.0,21750,Pave,5,1960,,0,Y,1771,0,336
60.0,11100,Pave,4,1946,,0,Y,930,0,308
73.0,8993,Pave,7,2007,Gd,1302,Y,1302,0,436
103.0,11175,Pave,7,2007,Gd,1316,Y,1316,0,440
100.0,9500,Pave,6,1964,TA,816,Y,1977,0,540
68.0,8562,Pave,5,1957,TA,1216,Y,1526,0,364
90.0,11367,Pave,8,2002,Gd,1065,Y,1989,0,586
104.0,11361,Pave,6,1976,Gd,1193,Y,1523,0,478
43.0,7052,Pave,7,2005,Gd,1364,Y,1364,0,484
,29959,Pave,7,1994,Gd,973,Y,1850,0,467
96.0,11308,Pave,9,2008,Ex,1104,Y,2184,0,836
,11275,Pave,6,1932,TA,854,Y,1991,0,432
41.0,4920,Pave,8,2001,Gd,1338,Y,1338,0,582
120.0,18000,Grvl,3,1935,TA,894,Y,894,0,1248
85.0,13600,Pave,5,1900,TA,662,N,2337,0,560
50.0,6000,Pave,6,1925,TA,1103,Y,1103,0,440
,11000,Pave,5,1966,TA,1154,Y,1154,0,480
80.0,14000,Pave,7,1996,Ex,1306,Y,2260,0,533
59.0,7837,Pave,6,1993,Gd,799,Y,1571,0,380
80.0,9760,Pave,6,1964,TA,780,Y,1611,0,442
42.0,3964,Pave,6,1973,Gd,942,Y,2521,0,576
60.0,9600,Pave,5,1949,TA,845,Y,893,0,576
72.0,10152,Pave,5,1956,TA,1048,Y,1048,0,286
78.0,11700,Pave,6,1968,TA,727,Y,1556,0,441
50.0,7585,Pave,5,1948,Fa,810,Y,1456,0,280
75.0,7950,Pave,6,1977,TA,690,Y,1426,0,440
74.0,8556,Pave,7,2006,Gd,1240,Y,1240,0,826
75.0,13125,Pave,7,1940,TA,800,Y,1740,0,240
60.0,10800,Pave,5,1936,Fa,796,Y,1466,0,566
,15870,Pave,5,1969,TA,1096,Y,1096,0,299
37.0,4435,Pave,6,2004,Gd,848,Y,848,0,420
65.0,8775,Pave,5,1994,Gd,990,Y,990,0,299
80.0,11040,Pave,6,1971,TA,1258,Y,1258,0,528
75.0,7500,Pave,5,1963,TA,1040,Y,1040,0,308
70.0,8749,Pave,7,2002,Gd,1459,Y,1459,0,527
80.0,8800,Pave,6,1964,TA,1251,Y,1251,0,461
,13031,Pave,6,1995,Gd,691,Y,1498,0,409
73.0,9069,Pave,6,1992,Gd,936,Y,996,0,564
,1974,Pave,4,1973,TA,546,Y,1092,0,286
85.0,10574,Pave,8,2005,Gd,1082,Y,1953,0,1043
24.0,2522,Pave,7,2004,Gd,970,Y,1709,0,380
37.0,3316,Pave,8,2005,Gd,1247,Y,1247,0,550
60.0,8544,Pave,3,1950,,0,N,1040,0,400
24.0,2160,Pave,7,1999,Gd,600,Y,1252,0,462
60.0,8400,Pave,6,1925,TA,1181,Y,1694,0,576
71.0,9230,Pave,5,1965,TA,864,Y,1200,0,884
74.0,5868,Pave,5,1956,TA,936,Y,936,0,308
78.0,9317,Pave,6,2006,Gd,1314,Y,1314,0,440
60.0,6882,Pave,6,1914,TA,684,Y,1355,0,0
,3696,Pave,8,1986,Gd,1074,Y,1088,0,461
50.0,6000,Pave,4,1936,TA,672,Y,1324,0,240
82.0,11880,Pave,7,1978,Gd,1271,Y,1601,0,478
60.0,8400,Pave,2,1920,TA,290,N,438,0,246
61.0,9758,Pave,5,1971,TA,950,Y,950,0,280
70.0,7000,Pave,5,1960,TA,1010,Y,1134,0,254
79.0,8910,Pave,6,1959,TA,655,Y,1194,0,539
24.0,2016,Pave,5,1970,TA,630,Y,1302,0,440
98.0,12256,Pave,8,1994,Ex,1463,Y,2622,0,712
114.0,10357,Pave,7,1990,Gd,910,Y,1442,0,719
168.0,23257,Pave,7,2006,Ex,868,Y,2021,0,422
,8063,Pave,6,2000,Gd,924,Y,1690,0,463
107.0,11362,Pave,8,2004,Ex,1836,Y,1836,0,862
,8000,Pave,6,1995,Gd,773,Y,1658,0,431
80.0,10480,Pave,7,1976,TA,803,Y,1964,0,483
73.0,7100,Pave,5,1957,TA,816,Y,816,0,308
66.0,8923,Pave,5,1953,TA,1008,Y,1008,0,240
90.0,5400,Pave,5,1954,TA,833,Y,833,0,326
93.0,12085,Pave,8,2007,Ex,1734,Y,1734,0,928
,7750,Pave,8,2002,Gd,408,Y,1419,0,527
57.0,9764,Pave,5,1967,TA,894,Y,894,0,450
85.0,13825,Pave,5,1958,TA,533,Y,1601,0,300
70.0,7560,Pave,5,1959,TA,1040,Y,1040,0,286
59.0,8263,Pave,6,1920,TA,1012,Y,1012,0,308
84.0,10084,Pave,7,2005,Gd,1552,Y,1552,0,782
,8926,Pave,4,1956,TA,672,Y,960,0,288
50.0,9405,Pave,5,1947,TA,698,Y,698,0,0
,9125,Pave,7,1992,Gd,384,Y,1482,0,392
60.0,10434,Pave,4,1955,TA,1005,Y,1005,0,672
53.0,3684,Pave,7,2007,Gd,1373,Y,1555,0,660
182.0,14572,Pave,7,2004,Gd,1530,Y,1530,0,630
59.0,11796,Pave,7,2004,Gd,847,Y,1959,0,434
60.0,7200,Pave,5,1980,Gd,936,Y,936,0,672
65.0,7804,Pave,4,1928,TA,1122,Y,1981,0,576
63.0,10712,Pave,5,1991,Gd,974,Y,974,0,0
90.0,9900,Pave,6,1880,TA,1008,Y,2210,0,205
80.0,9828,Pave,8,1995,Gd,1128,Y,2020,0,466
57.0,8773,Pave,6,1997,Gd,916,Y,1600,0,460
60.0,6180,Pave,6,1926,TA,960,N,986,0,180
80.0,9600,Pave,6,1950,TA,1032,Y,1252,0,288
54.0,6342,Pave,5,1875,TA,780,N,1020,0,0
,9819,Pave,6,1977,TA,1567,Y,1567,0,714
98.0,8731,Pave,5,1920,TA,915,Y,1167,0,495
60.0,7350,Pave,5,1951,TA,952,Y,952,0,840
,10304,Pave,5,1976,TA,780,Y,1868,0,484
77.0,9965,Pave,8,2006,Ex,1466,Y,2828,0,1052
,9000,Pave,5,1959,TA,1006,Y,1006,0,0
60.0,12180,Pave,4,1941,Gd,672,N,924,0,280
52.0,6240,Pave,5,1928,TA,1042,Y,1576,0,225
,11200,Pave,6,1985,Gd,1298,Y,1298,0,403
75.0,12000,Pave,7,1941,TA,704,Y,1564,0,234
,5700,Pave,7,1926,TA,572,Y,1111,0,288
50.0,9000,Pave,7,1920,TA,650,Y,1482,0,324
57.0,8280,Pave,6,1950,TA,932,Y,932,0,306
134.0,17755,Pave,5,1959,TA,1466,Y,1466,0,528
90.0,14115,Pave,6,1956,TA,1073,Y,1811,0,470
,5890,Pave,6,1930,TA,816,Y,816,0,432
,13700,Pave,7,1965,TA,864,Y,1820,0,492
90.0,10768,Pave,5,1976,Gd,1437,Y,1437,0,528
85.0,9350,Pave,5,1965,TA,1219,Y,1265,0,502
34.0,5001,Pave,7,2007,Gd,1314,Y,1314,0,626
92.0,11932,Pave,8,2007,Gd,1580,Y,1580,0,830
76.0,9120,Pave,6,1974,TA,901,Y,1876,0,540
24.0,2280,Pave,6,1978,Gd,855,Y,1456,0,440
,14778,Pave,6,1954,TA,1296,Y,1640,0,924
109.0,8724,Pave,5,1968,Gd,894,Y,894,0,450
60.0,12900,Pave,4,1969,Gd,1198,Y,1258,0,400
,16157,Pave,5,1978,Gd,1360,Y,1432,0,588
79.0,9541,Pave,7,2009,Gd,1502,Y,1502,0,644
64.0,10475,Pave,8,2008,Gd,1694,Y,1694,0,776
58.0,10852,Pave,6,2000,Gd,959,Y,1671,0,472
120.0,13728,Pave,6,1935,TA,1127,Y,2108,0,540
118.0,35760,Pave,10,1995,Ex,1930,Y,3627,0,807
76.0,9880,Pave,6,1977,TA,1096,Y,1118,576,358
76.0,9120,Pave,6,1958,TA,1261,Y,1261,0,433
35.0,4017,Pave,7,2006,Gd,625,Y,1250,0,625
138.0,18030,Pave,5,1946,TA,1598,Y,3086,0,0
80.0,16560,Pave,6,1932,Gd,952,Y,2345,0,360
85.0,10678,Pave,8,1992,Gd,1683,Y,2872,0,541
37.0,6951,Pave,5,1984,TA,876,Y,923,0,264
,3950,Pave,6,1926,TA,818,Y,1224,0,210
54.0,7681,Pave,5,1921,TA,731,Y,1343,0,186
77.0,8335,Pave,5,1954,,0,Y,1124,0,0
,11170,Pave,7,1990,Gd,1216,Y,2514,0,693
64.0,5587,Pave,8,2008,Ex,1600,Y,1652,0,482
160.0,15623,Pave,10,1996,Ex,2396,Y,4476,555,813
60.0,10800,Pave,5,1920,TA,1120,Y,1130,0,720
50.0,35133,Grvl,5,1963,TA,1572,Y,1572,0,995
60.0,9738,Pave,5,1924,TA,784,Y,1221,0,392
107.0,10615,Pave,3,1900,Fa,978,Y,1699,0,420
89.0,12461,Pave,8,1994,Gd,1624,Y,1624,0,757
68.0,8935,Pave,7,2002,Gd,831,Y,1660,0,493
60.0,7500,Pave,7,1999,TA,994,Y,1804,0,442
,32463,Pave,4,1961,TA,1249,Y,1622,0,1356
24.0,2645,Pave,8,1999,Gd,776,Y,1441,0,492
60.0,9600,Pave,5,1925,TA,702,Y,1472,0,250
,4500,Pave,6,1999,Ex,1224,Y,1224,0,402
80.0,9364,Pave,6,1969,TA,663,Y,1352,0,299
51.0,8029,Pave,6,2005,Gd,728,Y,1456,0,400
58.0,14054,Pave,7,2006,Gd,879,Y,1863,0,660
65.0,8850,Pave,7,1916,TA,815,Y,1690,0,225
70.0,9100,Pave,7,2001,Gd,1212,Y,1212,0,573
75.0,11235,Pave,4,1963,TA,1051,Y,1382,0,459
71.0,9353,Pave,4,1970,TA,864,Y,864,0,280
80.0,10400,Pave,7,1998,Gd,866,Y,1779,0,546
50.0,6000,Pave,5,1925,TA,884,Y,1348,0,216
75.0,9750,Pave,7,2000,Gd,1630,Y,1630,0,451
78.0,10140,Pave,5,1975,Gd,1056,Y,1074,0,495
90.0,14684,Pave,7,1990,Gd,2158,Y,2196,0,701
,8900,Pave,4,1966,TA,1056,Y,1056,0,384
70.0,9135,Pave,6,2003,Gd,1682,Y,1700,0,544
70.0,7763,Pave,5,1962,TA,931,Y,1283,0,506
85.0,10182,Pave,8,2006,Ex,1660,Y,1660,0,500
70.0,11218,Pave,6,1992,Gd,1055,Y,1845,0,462
152.0,12134,Pave,8,1988,Gd,559,Y,1752,0,492
50.0,9340,Pave,4,1941,TA,672,Y,672,0,234
,10246,Pave,4,1965,TA,648,Y,960,0,364
69.0,10205,Pave,5,1962,TA,925,Y,999,0,300
99.0,7094,Pave,5,1966,TA,894,Y,894,0,384
68.0,8930,Pave,6,1978,,0,Y,1902,0,539
72.0,8640,Pave,8,2009,Gd,1300,Y,1314,0,552
52.0,6240,Pave,4,1947,,0,N,912,0,0
21.0,1680,Pave,6,1971,TA,672,Y,1218,0,0
66.0,7800,Pave,5,1964,TA,912,Y,912,0,288
55.0,8250,Pave,5,1968,TA,952,Y,1211,0,322
78.0,10496,Pave,6,1949,TA,1040,Y,1846,0,315
89.0,10680,Pave,5,1951,TA,2136,N,2136,0,528
60.0,15384,Pave,7,2004,Gd,788,Y,1490,0,388
65.0,10482,Pave,6,1958,TA,588,Y,1138,0,264
86.0,14598,Pave,6,2007,Gd,894,Y,1933,0,668
72.0,8872,Pave,5,1965,TA,912,Y,912,0,576
65.0,8769,Pave,9,2008,Ex,1702,Y,1702,0,1052
70.0,7910,Pave,5,1960,TA,1075,Y,1507,0,404
,18890,Pave,5,1977,Gd,1361,Y,2620,0,600
70.0,7728,Pave,5,1962,TA,1106,Y,1190,0,540
70.0,9842,Pave,4,1962,,0,Y,1224,0,462
,12160,Pave,5,1959,TA,1188,Y,1188,0,531
55.0,8525,Pave,5,1911,TA,940,N,1964,0,0
96.0,13132,Pave,5,1914,Gd,747,Y,1784,0,180
36.0,2628,Pave,7,2003,Gd,764,Y,1626,0,474
41.0,12393,Pave,7,2004,Gd,847,Y,1948,0,434
63.0,13072,Pave,6,2005,Gd,1141,Y,1141,0,484
64.0,9037,Pave,8,2006,Gd,1476,Y,1484,0,472
65.0,8158,Pave,7,2003,Gd,884,Y,1768,0,543
83.0,9849,Pave,7,2007,Gd,1689,Y,1689,0,954
85.0,10625,Pave,7,1974,Gd,1053,Y,1173,0,528
107.0,13891,Pave,10,2006,Ex,2076,Y,2076,0,850
,11435,Pave,8,1929,Gd,792,Y,1517,0,400
78.0,12090,Pave,6,1984,Gd,585,Y,1868,0,477
65.0,8125,Pave,7,2005,Gd,756,Y,1553,0,615
,12328,Pave,6,1976,TA,1012,Y,1034,0,888
60.0,9600,Pave,6,1917,Gd,735,N,2058,0,396
60.0,7200,Pave,5,1950,TA,876,Y,988,0,276
93.0,11160,Pave,7,1968,TA,2110,Y,2110,0,522
,3136,Pave,7,2003,Gd,1405,Y,1405,0,478
62.0,9858,Pave,5,1968,TA,864,Y,874,0,288
,17542,Pave,7,1974,TA,1192,Y,2167,0,518
60.0,6931,Pave,7,2003,Gd,746,Y,1656,0,397
52.0,6240,Pave,6,1931,TA,884,Y,1367,0,560
91.0,14303,Pave,8,1994,Gd,1986,Y,1987,0,691
56.0,4060,Pave,5,1922,Fa,864,Y,864,0,0
59.0,9587,Pave,7,2005,Gd,856,Y,1166,0,400
65.0,9750,Pave,6,1969,Gd,1054,Y,1054,0,460
,24682,Pave,6,1999,Gd,841,Y,1675,0,502
80.0,9600,Pave,5,1956,TA,1050,Y,1050,0,338
,11250,Pave,4,1957,TA,1104,Y,1788,0,304
60.0,13515,Pave,6,1919,TA,764,Y,1824,0,520
34.0,4060,Pave,6,1998,Gd,1405,Y,1337,0,511
35.0,3735,Pave,7,1999,Gd,691,Y,1452,0,506
60.0,10120,Pave,7,1910,TA,925,N,1889,0,308
89.0,13214,Pave,9,2008,Ex,2002,Y,2018,0,746
,14100,Pave,8,1935,TA,728,Y,3447,0,1014
78.0,11344,Pave,5,1958,TA,874,Y,1524,0,315
,23595,Pave,7,1979,Gd,1332,Y,1524,0,586
,9156,Pave,6,1968,TA,1489,Y,1489,0,462
,13526,Pave,5,1965,TA,935,Y,935,0,288
124.0,11512,Pave,6,1959,TA,1019,Y,1357,0,312
53.0,5362,Pave,5,1910,TA,661,Y,1250,0,552
95.0,11345,Pave,5,1948,TA,928,Y,1920,0,400
,12936,Pave,6,1972,TA,723,Y,1395,0,497
,17871,Pave,6,1967,Gd,1680,Y,1724,0,480
75.0,9473,Pave,8,2002,Gd,1128,Y,2031,0,577
60.0,7500,Pave,4,1920,TA,698,Y,1128,0,528
67.0,9808,Pave,7,2002,Gd,1573,Y,1573,0,544
50.0,8049,Pave,7,1990,Gd,1309,Y,1339,0,484
61.0,8800,Pave,5,1977,Gd,1040,Y,1040,0,484
94.0,9400,Pave,6,1971,TA,912,Y,1824,0,0
50.0,9638,Pave,6,1919,TA,804,Y,2447,0,336
50.0,6000,Pave,6,1939,TA,780,Y,1412,0,280
,9790,Pave,6,1963,TA,1328,Y,1328,0,528
,36500,Pave,5,1964,TA,1624,Y,1582,0,390
40.0,5664,Pave,8,2000,Gd,1501,Y,1659,0,499
86.0,11065,Pave,8,2006,Gd,1085,Y,1970,0,753
,14112,Pave,5,1964,TA,1152,Y,1152,0,484
21.0,1680,Pave,5,1972,TA,630,Y,1302,0,264
60.0,6600,Pave,5,1892,TA,994,N,2372,0,432
78.0,10140,Pave,7,1976,Gd,832,Y,1664,0,528
60.0,8172,Pave,5,1955,TA,864,Y,864,0,572
70.0,8400,Pave,5,1968,TA,1052,Y,1052,0,288
80.0,8700,Pave,5,1963,TA,1120,Y,1128,0,525
35.0,3675,Pave,6,2005,Gd,547,Y,1072,0,525
313.0,63887,Pave,10,2008,Ex,6110,Y,5642,480,1418
75.0,7500,Pave,5,1959,TA,1246,Y,1246,0,305
,10762,Pave,7,1999,Gd,978,Y,1983,0,490
,7500,Pave,6,1942,TA,771,Y,1494,0,213
92.0,10120,Pave,8,1994,Gd,1165,Y,2526,0,844
73.0,8688,Pave,7,2005,Gd,1616,Y,1616,0,834
32.0,3363,Pave,7,2004,Gd,976,Y,1708,0,380
108.0,13173,Pave,9,2006,Ex,1652,Y,1652,0,840
48.0,6955,Pave,7,2005,Gd,1368,Y,1368,0,474
60.0,8072,Pave,5,1994,Gd,990,Y,990,0,480
100.0,12000,Pave,5,1948,TA,924,Y,1122,0,528
,7153,Pave,6,1991,Gd,1278,Y,1294,0,496
100.0,17500,Pave,7,1959,Gd,1902,Y,1902,0,567
68.0,8814,Pave,7,2005,Gd,1274,Y,1274,0,508
,9572,Pave,8,1990,Ex,1453,Y,2810,0,750
108.0,14774,Pave,9,1999,Gd,1393,Y,2599,0,779
60.0,8190,Pave,4,1954,TA,948,Y,948,0,280
85.0,11075,Pave,6,1969,Fa,952,Y,2112,0,576
61.0,10226,Pave,8,2008,Ex,1622,Y,1630,0,860
47.0,4230,Pave,7,2006,Ex,1352,Y,1352,0,466
,14781,Pave,8,2001,Gd,1753,Y,1787,0,748
75.0,10215,Pave,4,1954,TA,864,Y,948,0,248
70.0,8400,Pave,6,1957,TA,1478,Y,1478,0,442
,6627,Pave,3,1949,,0,N,720,0,287
107.0,10186,Pave,7,1992,Gd,750,Y,1923,0,564
50.0,5330,Pave,4,1940,TA,420,Y,708,0,0
75.0,9986,Pave,8,2006,Ex,1795,Y,1795,0,895
40.0,3636,Pave,4,1922,TA,796,N,796,0,0
70.0,4270,Pave,3,1931,TA,544,Y,774,0,0
60.0,6600,Pave,5,1982,TA,816,Y,816,0,264
60.0,10440,Pave,6,1920,Gd,1510,Y,2792,0,520
63.0,9084,Pave,7,1998,Gd,935,Y,1632,0,462
85.0,10000,Pave,8,2006,Gd,1588,Y,1588,0,825
55.0,10780,Pave,5,1976,TA,911,Y,954,0,576
67.0,8877,Pave,4,1938,TA,816,Y,816,0,288
60.0,7200,Pave,5,1938,TA,803,Y,1360,0,297
24.0,2368,Pave,5,1970,TA,765,Y,1365,0,440
